No,ENZY_ACC_ID,ENZYME,E3_GN,E3_Alias,E3_PN,SUB_ACC_ID,SUBSTRATE,SUB_GENE,SUB_Alias,SUB_PN,E3_ORGANISM,SUB_ORGANISM,PMID
483,Q9NVW2,RNF12_HUMAN,RLIM,RLIM~~RNF12,E3 ubiquitin-protein ligase RLIM ~~LIM domain-interacting RING finger protein~~RING finger LIM domain-binding protein~~R-LIM~~RING finger protein 12~~RING-type E3 ubiquitin transferase RLIM~~Renal carcinoma antigen NY-REN-43,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,Homo sapiens (Human),Homo sapiens (Human),26926424
484,Q96PU5,NED4L_HUMAN,NEDD4L,NEDD4L~~KIAA0439~~NEDL3,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,P62745,RHOB_HUMAN,RHOB,RHOB~~ARH6~~ARHB,Rho-related GTP-binding protein RhoB ~~Rho cDNA clone 6~~h6,Homo sapiens (Human),Homo sapiens (Human),26949039
485,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,P46695,IEX1_HUMAN,IER3,IER3~~DIF2~~IEX1~~PRG1,Radiation-inducible immediate-early gene IEX-1 ~~Differentiation-dependent gene 2 protein~~Protein DIF-2~~Immediate early protein GLY96~~Immediate early response 3 protein~~PACAP-responsive gene 1 protein~~Protein PRG1,Homo sapiens (Human),Homo sapiens (Human),26973248
486,Q9UF56,FXL17_HUMAN,FBXL17,FBXL17~~FBL17~~FBX13~~FBXO13,F-box/LRR-repeat protein 17 ~~F-box and leucine-rich repeat protein 17~~F-box only protein 13,Q9UMX1,SUFU_HUMAN,SUFU,SUFU~~UNQ650~~PRO1280,Suppressor of fused homolog ~~SUFUH,Homo sapiens (Human),Homo sapiens (Human),27234298
487,Q8ND25,ZNRF1_HUMAN,ZNRF1,ZNRF1~~NIN283,E3 ubiquitin-protein ligase ZNRF1 ~~Nerve injury-induced gene 283 protein~~RING-type E3 ubiquitin transferase ZNRF1~~Zinc/RING finger protein 1,Q03135,CAV1_HUMAN,CAV1,CAV1~~CAV,Caveolin-1,Homo sapiens (Human),Homo sapiens (Human),28593998
488,O43791,SPOP_HUMAN,SPOP,SPOP,Speckle-type POZ protein ~~HIB homolog 1~~Roadkill homolog 1,Q9UBN7,HDAC6_HUMAN,HDAC6,HDAC6~~KIAA0901~~JM21,Histone deacetylase 6 ~~HD6 ~~Tubulin-lysine deacetylase HDAC6 ,Homo sapiens (Human),Homo sapiens (Human),28599312
489,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q9H3D4,P63_HUMAN,TP63,TP63~~KET~~P63~~P73H~~P73L~~TP73L,Tumor protein 63 ~~p63~~Chronic ulcerative stomatitis protein~~CUSP~~Keratinocyte transcription factor KET~~Transformation-related protein 63~~TP63~~Tumor protein p73-like~~p73L~~p40~~p51,Homo sapiens (Human),Homo sapiens (Human),24658274
490,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,P35659,DEK_HUMAN,DEK,DEK,Protein DEK,Homo sapiens (Human),Homo sapiens (Human),24658274
491,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q16665,HIF1A_HUMAN,HIF1A,HIF1A~~BHLHE78~~MOP1~~PASD8,Hypoxia-inducible factor 1-alpha ~~HIF-1-alpha~~HIF1-alpha~~ARNT-interacting protein~~Basic-helix-loop-helix-PAS protein MOP1~~Class E basic helix-loop-helix protein 78~~bHLHe78~~Member of PAS protein 1~~PAS domain-containing protein 8,Homo sapiens (Human),Homo sapiens (Human),24658274
492,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,P21359,NF1_HUMAN,NF1,NF1,Neurofibromin ~~Neurofibromatosis-related protein NF-1 ,Homo sapiens (Human),Homo sapiens (Human),24658274
493,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q00653,NFKB2_HUMAN,NFKB2,NFKB2~~LYT10,Nuclear factor NF-kappa-B p100 subunit ~~DNA-binding factor KBF2~~H2TF1~~Lymphocyte translocation chromosome 10 protein~~Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2~~Oncogene Lyt-10~~Lyt10 ,Homo sapiens (Human),Homo sapiens (Human),24658274
494,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q99062,CSF3R_HUMAN,CSF3R,CSF3R~~GCSFR,Granulocyte colony-stimulating factor receptor ~~G-CSF receptor~~G-CSF-R~~CD antigen CD114,Homo sapiens (Human),Homo sapiens (Human),24658274
495,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q96BA8,CR3L1_HUMAN,CREB3L1,CREB3L1~~OASIS~~PSEC0238,Cyclic AMP-responsive element-binding protein 3-like protein 1 ~~cAMP-responsive element-binding protein 3-like protein 1~~Old astrocyte specifically-induced substance~~OASIS ,Homo sapiens (Human),Homo sapiens (Human),24658274
496,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q70SY1,CR3L2_HUMAN,CREB3L2,CREB3L2~~BBF2H7,Cyclic AMP-responsive element-binding protein 3-like protein 2 ~~cAMP-responsive element-binding protein 3-like protein 2~~BBF2 human homolog on chromosome 7 ,Homo sapiens (Human),Homo sapiens (Human),24658274
497,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q96GD4,AURKB_HUMAN,AURKB,AURKB~~AIK2~~AIM1~~AIRK2~~ARK2~~STK1~~STK12~~STK5,Aurora kinase B ~~Aurora 1~~Aurora- and IPL1-like midbody-associated protein 1~~AIM-1~~Aurora/IPL1-related kinase 2~~ARK-2~~Aurora-related kinase 2~~STK-1~~Serine/threonine-protein kinase 12~~Serine/threonine-protein kinase 5~~Serine/threonine-protein kinase aurora-B,Homo sapiens (Human),Homo sapiens (Human),24658274
498,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,P36956,SRBP1_HUMAN,SREBF1,SREBF1~~BHLHD1~~SREBP1,Sterol regulatory element-binding protein 1 ~~SREBP-1~~Class D basic helix-loop-helix protein 1~~bHLHd1~~Sterol regulatory element-binding transcription factor 1 ,Homo sapiens (Human),Homo sapiens (Human),24658274
499,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,P49716,CEBPD_HUMAN,CEBPD,CEBPD,CCAAT/enhancer-binding protein delta ~~C/EBP delta~~Nuclear factor NF-IL6-beta~~NF-IL6-beta,Homo sapiens (Human),Homo sapiens (Human),24658274
500,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,P17275,JUNB_HUMAN,JUNB,JUNB,Transcription factor jun-B,Homo sapiens (Human),Homo sapiens (Human),24658274
501,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q9Y2Y9,KLF13_HUMAN,KLF13,KLF13~~BTEB3~~NSLP1,Krueppel-like factor 13 ~~Basic transcription element-binding protein 3~~BTE-binding protein 3~~Novel Sp1-like zinc finger transcription factor 1~~RANTES factor of late activated T-lymphocytes 1~~RFLAT-1~~Transcription factor BTEB3~~Transcription factor NSLP1,Homo sapiens (Human),Homo sapiens (Human),24658274
502,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q14494,NF2L1_HUMAN,NFE2L1,NFE2L1~~HBZ17~~NRF1~~TCF11,"Endoplasmic reticulum membrane sensor NFE2L1 ~~Locus control region-factor 1~~LCR-F1~~Nuclear factor erythroid 2-related factor 1~~NF-E2-related factor 1~~NFE2-related factor 1~~Nuclear factor, erythroid derived 2, like 1~~Protein NRF1, p120 form~~Transcription factor 11~~TCF-11 ",Homo sapiens (Human),Homo sapiens (Human),24658274
503,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q15583,TGIF1_HUMAN,TGIF1,TGIF1~~TGIF,Homeobox protein TGIF1 ~~5'-TG-3'-interacting factor 1,Homo sapiens (Human),Homo sapiens (Human),24658274
504,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,P04150,GCR_HUMAN,NR3C1,NR3C1~~GRL,Glucocorticoid receptor ~~GR~~Nuclear receptor subfamily 3 group C member 1,Homo sapiens (Human),Homo sapiens (Human),24658274
505,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q9Y6Q9,NCOA3_HUMAN,NCOA3,NCOA3~~AIB1~~BHLHE42~~RAC3~~TRAM1,Nuclear receptor coactivator 3 ~~NCoA-3 ~~ACTR~~Amplified in breast cancer 1 protein~~AIB-1~~CBP-interacting protein~~pCIP~~Class E basic helix-loop-helix protein 42~~bHLHe42~~Receptor-associated coactivator 3~~RAC-3~~Steroid receptor coactivator protein 3~~SRC-3~~Thyroid hormone receptor activator molecule 1~~TRAM-1,Homo sapiens (Human),Homo sapiens (Human),24658274
506,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q9UBK2,PRGC1_HUMAN,PPARGC1A,PPARGC1A~~LEM6~~PGC1~~PGC1A~~PPARGC1,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha ~~PGC-1-alpha~~PPAR-gamma coactivator 1-alpha~~PPARGC-1-alpha~~Ligand effect modulator 6,Homo sapiens (Human),Homo sapiens (Human),24658274
507,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,P11388,TOP2A_HUMAN,TOP2A,TOP2A~~TOP2,"DNA topoisomerase 2-alpha ~~DNA topoisomerase II, alpha isozyme",Homo sapiens (Human),Homo sapiens (Human),24658274
508,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,P15056,BRAF_HUMAN,BRAF,BRAF~~BRAF1~~RAFB1,Serine/threonine-protein kinase B-raf ~~Proto-oncogene B-Raf~~p94~~v-Raf murine sarcoma viral oncogene homolog B1,Homo sapiens (Human),Homo sapiens (Human),24658274
509,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,Q07820,MCL1_HUMAN,MCL1,MCL1~~BCL2L3,Induced myeloid leukemia cell differentiation protein Mcl-1 ~~Bcl-2-like protein 3~~Bcl2-L-3~~Bcl-2-related protein EAT/mcl1~~mcl1/EAT,Homo sapiens (Human),Homo sapiens (Human),24658274
510,Q969H0,FBXW7_HUMAN,FBXW7,FBXW7~~FBW7~~FBX30~~SEL10,F-box/WD repeat-containing protein 7 ~~Archipelago homolog~~hAgo~~F-box and WD-40 domain-containing protein 7~~F-box protein FBX30~~SEL-10~~hCdc4,P53805,RCAN1_HUMAN,RCAN1,RCAN1~~ADAPT78~~CSP1~~DSC1~~DSCR1,Calcipressin-1 ~~Adapt78~~Down syndrome critical region protein 1~~Myocyte-enriched calcineurin-interacting protein 1~~MCIP1~~Regulator of calcineurin 1,Homo sapiens (Human),Homo sapiens (Human),24658274
511,Q969U6,FBXW5_HUMAN,FBXW5,FBXW5~~FBW5~~PP3971,F-box/WD repeat-containing protein 5 ~~F-box and WD-40 domain-containing protein 5,Q12929,EPS8_HUMAN,EPS8,EPS8,Epidermal growth factor receptor kinase substrate 8,Homo sapiens (Human),Homo sapiens (Human),24658274
512,Q969U6,FBXW5_HUMAN,FBXW5,FBXW5~~FBW5~~PP3971,F-box/WD repeat-containing protein 5 ~~F-box and WD-40 domain-containing protein 5,Q9Y238,DLEC1_HUMAN,DLEC1,DLEC1~~DLC1,Deleted in lung and esophageal cancer protein 1 ~~Deleted in lung cancer protein 1~~DLC-1,Homo sapiens (Human),Homo sapiens (Human),24658274
513,Q8N3Y1,FBXW8_HUMAN,FBXW8,FBXW8~~FBW6~~FBW8~~FBX29~~FBXO29~~FBXW6,F-box/WD repeat-containing protein 8 ~~F-box and WD-40 domain-containing protein 8~~F-box only protein 29,Q9BQQ3,GORS1_HUMAN,GORASP1,GORASP1~~GOLPH5~~GRASP65,Golgi reassembly-stacking protein 1 ~~Golgi peripheral membrane protein p65~~Golgi phosphoprotein 5~~GOLPH5~~Golgi reassembly-stacking protein of 65 kDa~~GRASP65,Homo sapiens (Human),Homo sapiens (Human),24658274
514,Q8N3Y1,FBXW8_HUMAN,FBXW8,FBXW8~~FBW6~~FBW8~~FBX29~~FBXO29~~FBXW6,F-box/WD repeat-containing protein 8 ~~F-box and WD-40 domain-containing protein 8~~F-box only protein 29,P18065,IBP2_HUMAN,IGFBP2,IGFBP2~~BP2~~IBP2,Insulin-like growth factor-binding protein 2 ~~IBP-2~~IGF-binding protein 2~~IGFBP-2,Homo sapiens (Human),Homo sapiens (Human),24658274
515,Q8N3Y1,FBXW8_HUMAN,FBXW8,FBXW8~~FBW6~~FBW8~~FBX29~~FBXO29~~FBXW6,F-box/WD repeat-containing protein 8 ~~F-box and WD-40 domain-containing protein 8~~F-box only protein 29,P35568,IRS1_HUMAN,IRS1,IRS1,Insulin receptor substrate 1 ~~IRS-1,Homo sapiens (Human),Homo sapiens (Human),24658274
516,Q8N3Y1,FBXW8_HUMAN,FBXW8,FBXW8~~FBW6~~FBW8~~FBX29~~FBXO29~~FBXW6,F-box/WD repeat-containing protein 8 ~~F-box and WD-40 domain-containing protein 8~~F-box only protein 29,Q8IZP1,TBC3A_HUMAN,TBC1D3,TBC1D3~~PRC17~~TBC1D3A,TBC1 domain family member 3 ~~Prostate cancer gene 17 protein~~Protein TRE17-alpha~~Rab GTPase-activating protein PRC17,Homo sapiens (Human),Homo sapiens (Human),24658274
517,Q8N3Y1,FBXW8_HUMAN,FBXW8,FBXW8~~FBW6~~FBW8~~FBX29~~FBXO29~~FBXW6,F-box/WD repeat-containing protein 8 ~~F-box and WD-40 domain-containing protein 8~~F-box only protein 29,Q92918,M4K1_HUMAN,MAP4K1,MAP4K1~~HPK1,Mitogen-activated protein kinase kinase kinase kinase 1 ~~Hematopoietic progenitor kinase~~MAPK/ERK kinase kinase kinase 1~~MEK kinase kinase 1~~MEKKK 1,Homo sapiens (Human),Homo sapiens (Human),24658274
518,Q5XX13,FBW10_HUMAN,FBXW10,FBXW10,F-box/WD repeat-containing protein 10 ~~F-box and WD-40 domain-containing protein 10~~Ubiquitin ligase-specificity factor,P45973,CBX5_HUMAN,CBX5,CBX5~~HP1A,Chromobox protein homolog 5 ~~Antigen p25~~Heterochromatin protein 1 homolog alpha~~HP1 alpha,Homo sapiens (Human),Homo sapiens (Human),24658274
519,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,Q76N32,CEP68_HUMAN,CEP68,CEP68~~KIAA0582,Centrosomal protein of 68 kDa ~~Cep68,Homo sapiens (Human),Homo sapiens (Human),24658274
520,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,P53805,RCAN1_HUMAN,RCAN1,RCAN1~~ADAPT78~~CSP1~~DSC1~~DSCR1,Calcipressin-1 ~~Adapt78~~Down syndrome critical region protein 1~~Myocyte-enriched calcineurin-interacting protein 1~~MCIP1~~Regulator of calcineurin 1,Homo sapiens (Human),Homo sapiens (Human),24658274
521,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,O15534,PER1_HUMAN,PER1,PER1~~KIAA0482~~PER~~RIGUI,Period circadian protein homolog 1 ~~hPER1~~Circadian clock protein PERIOD 1~~Circadian pacemaker protein Rigui,Homo sapiens (Human),Homo sapiens (Human),24658274
522,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,O15055,PER2_HUMAN,PER2,PER2~~KIAA0347,Period circadian protein homolog 2 ~~hPER2~~Circadian clock protein PERIOD 2,Homo sapiens (Human),Homo sapiens (Human),24658274
523,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,Q53EL6,PDCD4_HUMAN,PDCD4,PDCD4~~H731,Programmed cell death protein 4 ~~Neoplastic transformation inhibitor protein~~Nuclear antigen H731-like~~Protein 197/15a,Homo sapiens (Human),Homo sapiens (Human),24658274
524,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,Q13127,REST_HUMAN,REST,REST~~NRSF~~XBR,RE1-silencing transcription factor ~~Neural-restrictive silencer factor~~X2 box repressor,Homo sapiens (Human),Homo sapiens (Human),24658274
525,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,Q9HAW4,CLSPN_HUMAN,CLSPN,CLSPN,Claspin ~~hClaspin,Homo sapiens (Human),Homo sapiens (Human),24658274
526,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,Q9P2F8,SI1L2_HUMAN,SIPA1L2,SIPA1L2~~KIAA1389,Signal-induced proliferation-associated 1-like protein 2 ~~SIPA1-like protein 2,Homo sapiens (Human),Homo sapiens (Human),24658274
527,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,Q8TB45,DPTOR_HUMAN,DEPTOR,DEPTOR~~DEPDC6,DEP domain-containing mTOR-interacting protein ~~DEP domain-containing protein 6,Homo sapiens (Human),Homo sapiens (Human),24658274
528,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,Q12959,DLG1_HUMAN,DLG1,DLG1,Disks large homolog 1 ~~Synapse-associated protein 97~~SAP-97~~SAP97~~hDlg,Homo sapiens (Human),Homo sapiens (Human),24658274
529,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,P46937,YAP1_HUMAN,YAP1,YAP1~~YAP65,Transcriptional coactivator YAP1 ~~Yes-associated protein 1~~Protein yorkie homolog~~Yes-associated protein YAP65 homolog,Homo sapiens (Human),Homo sapiens (Human),24658274
530,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,Q8IYD8,FANCM_HUMAN,FANCM,FANCM~~KIAA1596,Fanconi anemia group M protein ~~Protein FACM ~~ATP-dependent RNA helicase FANCM~~Fanconi anemia-associated polypeptide of 250 kDa~~FAAP250~~Protein Hef ortholog,Homo sapiens (Human),Homo sapiens (Human),24658274
531,Q9UKB1,FBW1B_HUMAN,FBXW11,FBXW11~~BTRCP2~~FBW1B~~FBXW1B~~KIAA0696,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,Q9UKT4,FBX5_HUMAN,FBXO5,FBXO5~~EMI1~~FBX5,F-box only protein 5 ~~Early mitotic inhibitor 1,Homo sapiens (Human),Homo sapiens (Human),24658274
532,P41002,CCNF_HUMAN,CCNF,CCNF~~FBX1~~FBXO1,Cyclin-F ~~F-box only protein 1,O43303,CP110_HUMAN,CCP110,CCP110~~CEP110~~CP110~~KIAA0419,Centriolar coiled-coil protein of 110 kDa ~~Centrosomal protein of 110 kDa~~CP110~~Cep110,Homo sapiens (Human),Homo sapiens (Human),24658274
533,P41002,CCNF_HUMAN,CCNF,CCNF~~FBX1~~FBXO1,Cyclin-F ~~F-box only protein 1,P31350,RIR2_HUMAN,RRM2,RRM2~~RR2,Ribonucleoside-diphosphate reductase subunit M2 ~~Ribonucleotide reductase small chain~~Ribonucleotide reductase small subunit,Homo sapiens (Human),Homo sapiens (Human),24658274
534,Q9UK22,FBX2_HUMAN,FBXO2,FBXO2~~FBX2,F-box only protein 2,P29033,CXB2_HUMAN,GJB2,GJB2,Gap junction beta-2 protein ~~Connexin-26~~Cx26,Homo sapiens (Human),Homo sapiens (Human),24658274
535,Q9UK22,FBX2_HUMAN,FBXO2,FBXO2~~FBX2,F-box only protein 2,Q9UHB4,NDOR1_HUMAN,NDOR1,NDOR1~~NR1,NADPH-dependent diflavin oxidoreductase 1 ~~NADPH-dependent FMN and FAD-containing oxidoreductase~~Novel reductase 1,Homo sapiens (Human),Homo sapiens (Human),24658274
536,Q9UK22,FBX2_HUMAN,FBXO2,FBXO2~~FBX2,F-box only protein 2,P78324,SHPS1_HUMAN,SIRPA,SIRPA~~BIT~~MFR~~MYD1~~PTPNS1~~SHPS1~~SIRP,Tyrosine-protein phosphatase non-receptor type substrate 1 ~~SHP substrate 1~~SHPS-1~~Brain Ig-like molecule with tyrosine-based activation motifs~~Bit~~CD172 antigen-like family member A~~Inhibitory receptor SHPS-1~~Macrophage fusion receptor~~MyD-1 antigen~~Signal-regulatory protein alpha-1~~Sirp-alpha-1~~Signal-regulatory protein alpha-2~~Sirp-alpha-2~~Signal-regulatory protein alpha-3~~Sirp-alpha-3~~p84~~CD antigen CD172a,Homo sapiens (Human),Homo sapiens (Human),24658274
537,Q9UK99,FBX3_HUMAN,FBXO3,FBXO3~~FBX3,F-box only protein 3,Q9NXK8,FXL12_HUMAN,FBXL12,FBXL12~~FBL12,F-box/LRR-repeat protein 12 ~~F-box and leucine-rich repeat protein 12~~F-box protein FBL12,Homo sapiens (Human),Homo sapiens (Human),24658274
538,Q9NRD1,FBX6_HUMAN,FBXO6,FBXO6~~FBG2~~FBS2~~FBX6,F-box only protein 6 ~~F-box protein that recognizes sugar chains 2~~F-box/G-domain protein 2,O75882,ATRN_HUMAN,ATRN,ATRN~~KIAA0548~~MGCA,Attractin ~~DPPT-L~~Mahogany homolog,Homo sapiens (Human),Homo sapiens (Human),24658274
